TIPO DE RESIDUO,TONELADAS,MES,ANO
SELETIVA,6887.3,mai,2016
VARRICAO,7523.48,mai,2016
VARRICAO MECANIZADA,0.0,mai,2016
ANIMAIS,7.21,jun,2016
DIVERSOS,23596.75,jun,2016
DIVERSOS-EMAE,0.0,jun,2016
DOMICILIAR,285445.03,jun,2016
ENTULHO APREENDIDO,0.0,jun,2016
ENTULHO MANUAL,5691.01,jun,2016
ENTULHO MECANIZADO,33791.98,jun,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jun,2016
ESGOTO,12351.82,jun,2016
FEIRA LIVRE,7060.56,jun,2016
GG SAUDE,2880.14,jun,2016
LIMPEZA URBANA,0.0,jun,2016
PG SAUDE,651.59,jun,2016
PODA,3809.45,jun,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1008.56,jun,2016
RESIDUOS DE BOCA DE LOBO,946.04,jun,2016
RESIDUOS DE CORREGOS,12786.43,jun,2016
RESIDUOS DE ECOPONTO,26554.38,jun,2016
RESIDUOS DE PISCINAO,20160.0,jun,2016
SELETIVA,6972.55,jun,2016
VARRICAO,7392.58,jun,2016
VARRICAO MECANIZADA,0.0,jun,2016
ANIMAIS,7.54,jul,2016
DIVERSOS,23546.52,jul,2016
DIVERSOS-EMAE,0.0,jul,2016
DOMICILIAR,282656.97,jul,2016
ENTULHO APREENDIDO,0.0,jul,2016
ENTULHO MANUAL,5438.03,jul,2016
ENTULHO MECANIZADO,31054.29,jul,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,jul,2016
ESGOTO,3440.13,jul,2016
FEIRA LIVRE,7065.34,jul,2016
GG SAUDE,2883.07,jul,2016
LIMPEZA URBANA,0.0,jul,2016
PG SAUDE,628.69,jul,2016
PODA,3182.33,jul,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1001.31,jul,2016
RESIDUOS DE BOCA DE LOBO,1008.91,jul,2016
RESIDUOS DE CORREGOS,12361.29,jul,2016
RESIDUOS DE ECOPONTO,27516.11,jul,2016
RESIDUOS DE PISCINAO,15772.39,jul,2016
SELETIVA,6682.07,jul,2016
VARRICAO,7887.02,jul,2016
VARRICAO MECANIZADA,11.06,jul,2016
ANIMAIS,7.09,ago,2016
DIVERSOS,23258.76,ago,2016
DIVERSOS-EMAE,0.0,ago,2016
DOMICILIAR,297553.51,ago,2016
ENTULHO APREENDIDO,0.0,ago,2016
ENTULHO MANUAL,6026.92,ago,2016
ENTULHO MECANIZADO,32093.45,ago,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,ago,2016
ESGOTO,18473.17,ago,2016
FEIRA LIVRE,6370.73,ago,2016
GG SAUDE,2931.93,ago,2016
LIMPEZA URBANA,4.42,ago,2016
PG SAUDE,664.65,ago,2016
PODA,3273.0,ago,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,968.84,ago,2016
RESIDUOS DE BOCA DE LOBO,1076.17,ago,2016
RESIDUOS DE CORREGOS,10615.66,ago,2016
RESIDUOS DE ECOPONTO,29815.35,ago,2016
RESIDUOS DE PISCINAO,13467.56,ago,2016
SELETIVA,7091.98,ago,2016
VARRICAO,8016.2,ago,2016
VARRICAO MECANIZADA,0.0,ago,2016
ANIMAIS,6.32,set,2016
DIVERSOS,20503.86,set,2016
DIVERSOS-EMAE,0.0,set,2016
DOMICILIAR,284915.81,set,2016
ENTULHO APREENDIDO,1.53,set,2016
ENTULHO MANUAL,5424.48,set,2016
ENTULHO MECANIZADO,28032.3,set,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,set,2016
ESGOTO,18872.38,set,2016
FEIRA LIVRE,7321.69,set,2016
GG SAUDE,2738.37,set,2016
LIMPEZA URBANA,0.0,set,2016
PG SAUDE,615.0,set,2016
PODA,3025.41,set,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,882.63,set,2016
RESIDUOS DE BOCA DE LOBO,1360.43,set,2016
RESIDUOS DE CORREGOS,10350.65,set,2016
RESIDUOS DE ECOPONTO,28656.53,set,2016
RESIDUOS DE PISCINAO,13481.03,set,2016
SELETIVA,6704.79,set,2016
VARRICAO,7665.35,set,2016
VARRICAO MECANIZADA,0.0,set,2016
ANIMAIS,4.9,out,2016
DIVERSOS,20631.51,out,2016
DIVERSOS-EMAE,0.0,out,2016
DOMICILIAR,293484.54,out,2016
ENTULHO APREENDIDO,0.0,out,2016
ENTULHO MANUAL,5389.37,out,2016
ENTULHO MECANIZADO,28298.77,out,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,out,2016
ESGOTO,14448.44,out,2016
FEIRA LIVRE,7089.6,out,2016
GG SAUDE,2777.96,out,2016
LIMPEZA URBANA,0.0,out,2016
PG SAUDE,684.62,out,2016
PODA,2786.57,out,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,857.72,out,2016
RESIDUOS DE BOCA DE LOBO,1554.69,out,2016
RESIDUOS DE CORREGOS,11821.24,out,2016
RESIDUOS DE ECOPONTO,27561.35,out,2016
RESIDUOS DE PISCINAO,5440.95,out,2016
SELETIVA,6817.51,out,2016
VARRICAO,8243.78,out,2016
VARRICAO MECANIZADA,0.0,out,2016
ANIMAIS,6.08,nov,2016
DIVERSOS,19143.34,nov,2016
DIVERSOS-EMAE,0.0,nov,2016
DOMICILIAR,264292.4,nov,2016
ENTULHO APREENDIDO,0.0,nov,2016
ENTULHO MANUAL,5250.57,nov,2016
ENTULHO MECANIZADO,22606.8,nov,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,nov,2016
ESGOTO,14340.79,nov,2016
FEIRA LIVRE,6771.15,nov,2016
GG SAUDE,2760.19,nov,2016
LIMPEZA URBANA,3.85,nov,2016
PG SAUDE,607.5,nov,2016
PODA,2779.7,nov,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,483.02,nov,2016
RESIDUOS DE BOCA DE LOBO,959.14,nov,2016
RESIDUOS DE CORREGOS,8369.7,nov,2016
RESIDUOS DE ECOPONTO,27338.83,nov,2016
RESIDUOS DE PISCINAO,7697.96,nov,2016
SELETIVA,5616.41,nov,2016
VARRICAO,7469.26,nov,2016
VARRICAO MECANIZADA,0.0,nov,2016
ANIMAIS,4.31,dez,2016
DIVERSOS,20162.39,dez,2016
DIVERSOS-EMAE,0.0,dez,2016
DOMICILIAR,335830.39,dez,2016
ENTULHO APREENDIDO,0.0,dez,2016
ENTULHO MANUAL,5914.58,dez,2016
ENTULHO MECANIZADO,23533.02,dez,2016
EQUIPE DE EVENTOS ESPECIAIS E OPERACOES DE EMERGENCIA,0.0,dez,2016
ESGOTO,14927.85,dez,2016
FEIRA LIVRE,7652.92,dez,2016
GG SAUDE,2692.17,dez,2016
LIMPEZA URBANA,0.0,dez,2016
PG SAUDE,624.8,dez,2016
PODA,3175.4,dez,2016
REJEITO-CMT CAROLINA MARIA DE JESUS,1242.14,dez,2016
RESIDUOS DE BOCA DE LOBO,1115.43,dez,2016
RESIDUOS DE CORREGOS,11401.43,dez,2016
RESIDUOS DE ECOPONTO,28189.54,dez,2016
RESIDUOS DE PISCINAO,17333.62,dez,2016
SELETIVA,8466.7,dez,2016
VARRICAO,8161.75,dez,2016
VARRICAO MECANIZADA,0.0,dez,2016
