TIPO DE RESIDUO,TONELADAS,MES,ANO
ENTULHO APREENDIDO,0.0,set,2015
ENTULHO MANUAL,4434.21,set,2015
ENTULHO MECANIZADO,52206.06,set,2015
ESGOTO,14078.23,set,2015
FEIRA LIVRE,7586.82,set,2015
GG SAUDE,2782.2,set,2015
PG SAUDE,605.45,set,2015
PODA,3653.08,set,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1095.51,set,2015
RESIDUOS DE BOCA DE LOBO,1222.93,set,2015
RESIDUOS DE CORREGOS,10493.9,set,2015
RESIDUOS DE PISCINAO,15208.37,set,2015
SELETIVA,7108.21,set,2015
VARRICAO,8871.9,set,2015
VARRICAO MECANIZADA,6.45,set,2015
ALIM VENCIDOS,0.0,out,2015
ANIMAIS,11.52,out,2015
DIVERSOS,33205.37,out,2015
DIVERSOS-EMAE,,out,2015
DOMICILIAR,319053.78,out,2015
ENTULHO APREENDIDO,0.0,out,2015
ENTULHO MANUAL,4628.38,out,2015
ENTULHO MECANIZADO,57109.15,out,2015
ESGOTO,14800.15,out,2015
FEIRA LIVRE,8266.61,out,2015
GG SAUDE,2819.37,out,2015
PG SAUDE,615.73,out,2015
PODA,4150.66,out,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1077.46,out,2015
RESIDUOS DE BOCA DE LOBO,988.64,out,2015
RESIDUOS DE CORREGOS,9485.02,out,2015
RESIDUOS DE PISCINAO,15326.37,out,2015
SELETIVA,7443.89,out,2015
VARRICAO,8560.5,out,2015
VARRICAO MECANIZADA,0.0,out,2015
ALIM VENCIDOS,0.0,nov,2015
ANIMAIS,9.08,nov,2015
DIVERSOS,30235.07,nov,2015
DIVERSOS-EMAE,,nov,2015
DOMICILIAR,317818.79,nov,2015
ENTULHO APREENDIDO,0.0,nov,2015
ENTULHO MANUAL,4067.89,nov,2015
ENTULHO MECANIZADO,50049.17,nov,2015
ESGOTO,14179.71,nov,2015
FEIRA LIVRE,8554.26,nov,2015
GG SAUDE,2694.17,nov,2015
PG SAUDE,570.72,nov,2015
PODA,4138.26,nov,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1050.21,nov,2015
RESIDUOS DE BOCA DE LOBO,744.93,nov,2015
RESIDUOS DE CORREGOS,11225.8,nov,2015
RESIDUOS DE PISCINAO,14961.28,nov,2015
SELETIVA,7274.23,nov,2015
VARRICAO,7267.11,nov,2015
VARRICAO MECANIZADA,0.0,nov,2015
ALIM VENCIDOS,0.0,dez,2015
ANIMAIS,11.86,dez,2015
DIVERSOS,35004.43,dez,2015
DIVERSOS-EMAE,,dez,2015
DOMICILIAR,355989.64,dez,2015
ENTULHO APREENDIDO,0.0,dez,2015
ENTULHO MANUAL,4016.85,dez,2015
ENTULHO MECANIZADO,50191.73,dez,2015
ESGOTO,10913.15,dez,2015
FEIRA LIVRE,8132.03,dez,2015
GG SAUDE,2641.38,dez,2015
PG SAUDE,592.15,dez,2015
PODA,4426.08,dez,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1376.19,dez,2015
RESIDUOS DE BOCA DE LOBO,766.45,dez,2015
RESIDUOS DE CORREGOS,11865.7,dez,2015
RESIDUOS DE PISCINAO,18632.52,dez,2015
SELETIVA,8890.59,dez,2015
VARRICAO,8852.81,dez,2015
VARRICAO MECANIZADA,0.0,dez,2015
