TIPO DE RESIDUO,TONELADAS,MES,ANO
ENTULHO MECANIZADO,37899.02,nov,2017
ESGOTO,20930.89,nov,2017
FEIRA LIVRE,6196.66,nov,2017
GG SAUDE,2754.9,nov,2017
PG SAUDE,700.86,nov,2017
PODA,2594.13,nov,2017
REJEITO,0.0,nov,2017
REJEITO-CMT CMJ,1053.07,nov,2017
RESIDUOS DE BOCA DE LOBO,721.66,nov,2017
RESIDUOS DE CORREGOS,7156.34,nov,2017
RESIDUOS DE ECOPONTO,31633.68,nov,2017
RESIDUOS DE PISCINAO,26005.17,nov,2017
SELETIVA,7440.26,nov,2017
VARRICAO,10199.14,nov,2017
VARRICAO MECANIZADA,53.2,nov,2017
ALIM VENCIDOS,0.0,dez,2017
ANIMAIS,3.65,dez,2017
DIVERSOS,19652.42,dez,2017
DOMICILIAR,299875.67,dez,2017
ENTULHO APREENDIDO,0.0,dez,2017
ENTULHO MANUAL,4519.85,dez,2017
ENTULHO MECANIZADO,38918.03,dez,2017
ESGOTO,20464.2,dez,2017
FEIRA LIVRE,6533.26,dez,2017
GG SAUDE,2667.43,dez,2017
PG SAUDE,666.74,dez,2017
PODA,1413.98,dez,2017
REJEITO,0.0,dez,2017
REJEITO-CMT CMJ,1140.86,dez,2017
RESIDUOS DE BOCA DE LOBO,740.64,dez,2017
RESIDUOS DE CORREGOS,7940.84,dez,2017
RESIDUOS DE ECOPONTO,32264.28,dez,2017
RESIDUOS DE PISCINAO,28670.46,dez,2017
SELETIVA,8332.62,dez,2017
VARRICAO,10333.31,dez,2017
VARRICAO MECANIZADA,22.09,dez,2017
