TIPO DE RESIDUO,TONELADAS,MES,ANO
RESIDUOS DE BOCA DE LOBO,856.61,mar,2014
RESIDUOS DE CORREGOS,14557.37,mar,2014
RESIDUOS DE PISCINAO,16358.58,mar,2014
SELETIVA,5130.4,mar,2014
VARRICAO,9858.09,mar,2014
ALIM VENCIDOS,0.0,abr,2014
ANIMAIS,6.66,abr,2014
DIVERSOS,28248.47,abr,2014
DOMICILIAR,310698.38,abr,2014
ENTULHO APREENDIDO,,abr,2014
ENTULHO MANUAL,4201.72,abr,2014
ENTULHO MECANIZADO,68193.26,abr,2014
ESGOTO,15387.09,abr,2014
FEIRA LIVRE,7636.01,abr,2014
GG SAUDE,2841.89,abr,2014
PG SAUDE,558.28,abr,2014
PODA,4376.19,abr,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,0.0,abr,2014
RESIDUOS DE BOCA DE LOBO,781.59,abr,2014
RESIDUOS DE CORREGOS,13271.45,abr,2014
RESIDUOS DE PISCINAO,16096.09,abr,2014
SELETIVA,4911.69,abr,2014
VARRICAO,8867.05,abr,2014
ALIM VENCIDOS,0.0,mai,2014
ANIMAIS,5.06,mai,2014
DIVERSOS,30649.29,mai,2014
DOMICILIAR,312264.8,mai,2014
ENTULHO APREENDIDO,,mai,2014
ENTULHO MANUAL,4644.95,mai,2014
ENTULHO MECANIZADO,71294.88,mai,2014
ESGOTO,15583.49,mai,2014
FEIRA LIVRE,7495.84,mai,2014
GG SAUDE,2930.28,mai,2014
PG SAUDE,570.23,mai,2014
PODA,4693.59,mai,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,0.0,mai,2014
RESIDUOS DE BOCA DE LOBO,923.67,mai,2014
RESIDUOS DE CORREGOS,13412.73,mai,2014
RESIDUOS DE PISCINAO,17198.33,mai,2014
SELETIVA,5230.24,mai,2014
VARRICAO,10247.55,mai,2014
ALIM VENCIDOS,0.0,jun,2014
ANIMAIS,5.59,jun,2014
DIVERSOS,25282.6,jun,2014
DOMICILIAR,294321.78,jun,2014
ENTULHO APREENDIDO,,jun,2014
ENTULHO MANUAL,3790.78,jun,2014
ENTULHO MECANIZADO,57912.91,jun,2014
ESGOTO,13073.86,jun,2014
FEIRA LIVRE,7818.5,jun,2014
GG SAUDE,2716.37,jun,2014
PG SAUDE,500.98,jun,2014
PODA,3774.75,jun,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,0.0,jun,2014
RESIDUOS DE BOCA DE LOBO,720.39,jun,2014
RESIDUOS DE CORREGOS,12538.35,jun,2014
RESIDUOS DE PISCINAO,15387.66,jun,2014
SELETIVA,4900.2,jun,2014
VARRICAO,8612.74,jun,2014
ALIM VENCIDOS,0.0,jul,2014
ANIMAIS,8.59,jul,2014
DIVERSOS,27395.86,jul,2014
DOMICILIAR,307274.45,jul,2014
ENTULHO APREENDIDO,,jul,2014
ENTULHO MANUAL,4376.38,jul,2014
ENTULHO MECANIZADO,65747.35,jul,2014
ESGOTO,16066.81,jul,2014
FEIRA LIVRE,7793.58,jul,2014
GG SAUDE,2854.94,jul,2014
PG SAUDE,561.83,jul,2014
PODA,3696.05,jul,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,0.0,jul,2014
RESIDUOS DE BOCA DE LOBO,840.57,jul,2014
RESIDUOS DE CORREGOS,13215.85,jul,2014
RESIDUOS DE PISCINAO,25809.1,jul,2014
SELETIVA,5155.63,jul,2014
VARRICAO,9732.06,jul,2014
ALIM VENCIDOS,0.05,ago,2014
ANIMAIS,7.23,ago,2014
DIVERSOS,28075.56,ago,2014
DOMICILIAR,306706.56,ago,2014
ENTULHO APREENDIDO,,ago,2014
ENTULHO MANUAL,4703.55,ago,2014
ENTULHO MECANIZADO,66959.19,ago,2014
ESGOTO,15093.24,ago,2014
FEIRA LIVRE,8722.15,ago,2014
GG SAUDE,2866.24,ago,2014
PG SAUDE,568.53,ago,2014
PODA,3427.4,ago,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,0.0,ago,2014
RESIDUOS DE BOCA DE LOBO,897.57,ago,2014
RESIDUOS DE CORREGOS,15403.88,ago,2014
RESIDUOS DE PISCINAO,16524.91,ago,2014
SELETIVA,5246.33,ago,2014
VARRICAO,9814.6,ago,2014
ALIM VENCIDOS,0.0,set,2014
ANIMAIS,6.67,set,2014
DIVERSOS,28397.32,set,2014
DOMICILIAR,325025.35,set,2014
ENTULHO APREENDIDO,,set,2014
ENTULHO MANUAL,4382.3,set,2014
ENTULHO MECANIZADO,65981.47,set,2014
ESGOTO,15677.08,set,2014
FEIRA LIVRE,8352.26,set,2014
GG SAUDE,2898.28,set,2014
PG SAUDE,583.34,set,2014
PODA,3304.81,set,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,103.89,set,2014
RESIDUOS DE BOCA DE LOBO,851.22,set,2014
RESIDUOS DE CORREGOS,15303.96,set,2014
RESIDUOS DE PISCINAO,19140.82,set,2014
SELETIVA,5503.16,set,2014
VARRICAO,10245.13,set,2014
ALIM VENCIDOS,0.0,out,2014
ANIMAIS,9.85,out,2014
DIVERSOS,26913.69,out,2014
DOMICILIAR,325737.07,out,2014
ENTULHO APREENDIDO,,out,2014
ENTULHO MANUAL,4258.09,out,2014
ENTULHO MECANIZADO,66388.17,out,2014
ESGOTO,15392.65,out,2014
FEIRA LIVRE,8162.52,out,2014
GG SAUDE,2947.63,out,2014
PG SAUDE,623.77,out,2014
PODA,3082.19,out,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,237.06,out,2014
RESIDUOS DE BOCA DE LOBO,819.73,out,2014
RESIDUOS DE CORREGOS,13925.11,out,2014
RESIDUOS DE PISCINAO,17669.15,out,2014
SELETIVA,5908.2,out,2014
VARRICAO,10384.66,out,2014
ALIM VENCIDOS,1.83,nov,2014
ANIMAIS,7.78,nov,2014
DIVERSOS,25394.17,nov,2014
DOMICILIAR,308981.34,nov,2014
ENTULHO APREENDIDO,,nov,2014
ENTULHO MANUAL,3961.53,nov,2014
ENTULHO MECANIZADO,57414.43,nov,2014
ESGOTO,13872.4,nov,2014
FEIRA LIVRE,8503.86,nov,2014
GG SAUDE,2663.37,nov,2014
PG SAUDE,541.01,nov,2014
PODA,2526.53,nov,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,240.52,nov,2014
RESIDUOS DE BOCA DE LOBO,632.19,nov,2014
RESIDUOS DE CORREGOS,11672.55,nov,2014
RESIDUOS DE PISCINAO,13008.97,nov,2014
SELETIVA,5715.93,nov,2014
VARRICAO,8549.34,nov,2014
ALIM VENCIDOS,1.38,dez,2014
ANIMAIS,7.91,dez,2014
DIVERSOS,26825.66,dez,2014
DOMICILIAR,363317.13,dez,2014
ENTULHO APREENDIDO,,dez,2014
ENTULHO MANUAL,4058.32,dez,2014
ENTULHO MECANIZADO,54944.35,dez,2014
ESGOTO,14456.09,dez,2014
FEIRA LIVRE,8544.97,dez,2014
GG SAUDE,2761.14,dez,2014
PG SAUDE,548.77,dez,2014
PODA,2978.23,dez,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,453.27,dez,2014
RESIDUOS DE BOCA DE LOBO,735.11,dez,2014
RESIDUOS DE CORREGOS,15174.04,dez,2014
RESIDUOS DE PISCINAO,10206.53,dez,2014
SELETIVA,6985.86,dez,2014
VARRICAO,9834.15,dez,2014
ALIM VENCIDOS,0.0,jan,2015
ANIMAIS,12.08,jan,2015
DIVERSOS,29830.71,jan,2015
DIVERSOS-EMAE,,jan,2015
DOMICILIAR,335743.47,jan,2015
ENTULHO APREENDIDO,8.19,jan,2015
ENTULHO MANUAL,4066.48,jan,2015
ENTULHO MECANIZADO,52555.11,jan,2015
ESGOTO,14866.12,jan,2015
FEIRA LIVRE,8478.44,jan,2015
GG SAUDE,2711.9,jan,2015
PG SAUDE,522.95,jan,2015
PODA,4342.52,jan,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1060.11,jan,2015
RESIDUOS DE BOCA DE LOBO,760.71,jan,2015
RESIDUOS DE CORREGOS,11469.12,jan,2015
RESIDUOS DE PISCINAO,14974.53,jan,2015
SELETIVA,7023.55,jan,2015
VARRICAO,9498.87,jan,2015
VARRICAO MECANIZADA,8.58,jan,2015
ALIM VENCIDOS,0.0,fev,2015
ANIMAIS,4.57,fev,2015
DIVERSOS,27443.26,fev,2015
DIVERSOS-EMAE,,fev,2015
DOMICILIAR,299185.2,fev,2015
ENTULHO APREENDIDO,35.22,fev,2015
ENTULHO MANUAL,3508.05,fev,2015
ENTULHO MECANIZADO,48898.21,fev,2015
ESGOTO,12954.64,fev,2015
FEIRA LIVRE,6577.81,fev,2015
GG SAUDE,2530.42,fev,2015
PG SAUDE,510.37,fev,2015
PODA,4306.16,fev,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1405.1,fev,2015
RESIDUOS DE BOCA DE LOBO,668.93,fev,2015
RESIDUOS DE CORREGOS,9787.84,fev,2015
RESIDUOS DE PISCINAO,12619.32,fev,2015
SELETIVA,6243.66,fev,2015
VARRICAO,9389.81,fev,2015
VARRICAO MECANIZADA,0.0,fev,2015
ALIM VENCIDOS,0.0,mar,2015
ANIMAIS,10.19,mar,2015
DIVERSOS,30535.95,mar,2015
DIVERSOS-EMAE,,mar,2015
DOMICILIAR,334651.22,mar,2015
ENTULHO APREENDIDO,10.82,mar,2015
ENTULHO MANUAL,3870.82,mar,2015
ENTULHO MECANIZADO,60165.84,mar,2015
ESGOTO,13942.35,mar,2015
FEIRA LIVRE,8705.74,mar,2015
GG SAUDE,2980.63,mar,2015
PG SAUDE,635.16,mar,2015
PODA,5621.75,mar,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1163.04,mar,2015
RESIDUOS DE BOCA DE LOBO,756.45,mar,2015
RESIDUOS DE CORREGOS,14248.17,mar,2015
RESIDUOS DE PISCINAO,17322.2,mar,2015
SELETIVA,6981.3,mar,2015
VARRICAO,9830.64,mar,2015
VARRICAO MECANIZADA,0.0,mar,2015
ALIM VENCIDOS,0.0,abr,2015
ANIMAIS,9.59,abr,2015
DIVERSOS,27981.54,abr,2015
DIVERSOS-EMAE,,abr,2015
DOMICILIAR,307276.25,abr,2015
ENTULHO APREENDIDO,24.23,abr,2015
ENTULHO MANUAL,4105.75,abr,2015
ENTULHO MECANIZADO,55874.1,abr,2015
ESGOTO,14289.63,abr,2015
FEIRA LIVRE,5606.72,abr,2015
GG SAUDE,2890.41,abr,2015
PG SAUDE,593.68,abr,2015
PODA,4141.55,abr,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1246.09,abr,2015
RESIDUOS DE BOCA DE LOBO,789.92,abr,2015
RESIDUOS DE CORREGOS,11965.75,abr,2015
RESIDUOS DE PISCINAO,17421.91,abr,2015
SELETIVA,6937.46,abr,2015
VARRICAO,11025.09,abr,2015
VARRICAO MECANIZADA,0.0,abr,2015
ALIM VENCIDOS,0.0,mai,2015
ANIMAIS,8.84,mai,2015
DIVERSOS,28241.24,mai,2015
DIVERSOS-EMAE,,mai,2015
DOMICILIAR,302429.84,mai,2015
ENTULHO APREENDIDO,0.0,mai,2015
ENTULHO MANUAL,3813.26,mai,2015
ENTULHO MECANIZADO,57734.08,mai,2015
ESGOTO,14342.79,mai,2015
FEIRA LIVRE,7774.4,mai,2015
GG SAUDE,2952.73,mai,2015
PG SAUDE,626.45,mai,2015
PODA,4047.9,mai,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1077.63,mai,2015
RESIDUOS DE BOCA DE LOBO,793.77,mai,2015
RESIDUOS DE CORREGOS,12724.28,mai,2015
RESIDUOS DE PISCINAO,13391.02,mai,2015
SELETIVA,7013.6,mai,2015
VARRICAO,9289.43,mai,2015
VARRICAO MECANIZADA,0.0,mai,2015
ALIM VENCIDOS,0.0,jun,2015
ANIMAIS,8.36,jun,2015
DIVERSOS,25016.21,jun,2015
DIVERSOS-EMAE,,jun,2015
DOMICILIAR,307319.75,jun,2015
ENTULHO APREENDIDO,0.0,jun,2015
ENTULHO MANUAL,3905.43,jun,2015
ENTULHO MECANIZADO,57744.41,jun,2015
ESGOTO,12520.4,jun,2015
FEIRA LIVRE,7621.02,jun,2015
GG SAUDE,2867.8,jun,2015
PG SAUDE,587.95,jun,2015
PODA,3449.47,jun,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1112.68,jun,2015
RESIDUOS DE BOCA DE LOBO,773.93,jun,2015
RESIDUOS DE CORREGOS,12496.86,jun,2015
RESIDUOS DE PISCINAO,15315.64,jun,2015
SELETIVA,7201.8,jun,2015
VARRICAO,9723.65,jun,2015
VARRICAO MECANIZADA,0.0,jun,2015
ALIM VENCIDOS,0.0,jul,2015
ANIMAIS,8.29,jul,2015
DIVERSOS,26193.81,jul,2015
DIVERSOS-EMAE,,jul,2015
DOMICILIAR,306207.65,jul,2015
ENTULHO APREENDIDO,0.0,jul,2015
ENTULHO MANUAL,4154.26,jul,2015
ENTULHO MECANIZADO,60284.09,jul,2015
ESGOTO,12485.92,jul,2015
FEIRA LIVRE,7628.68,jul,2015
GG SAUDE,2910.45,jul,2015
PG SAUDE,609.98,jul,2015
PODA,3609.68,jul,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1219.62,jul,2015
RESIDUOS DE BOCA DE LOBO,852.81,jul,2015
RESIDUOS DE CORREGOS,12669.05,jul,2015
RESIDUOS DE PISCINAO,13594.37,jul,2015
SELETIVA,7521.28,jul,2015
VARRICAO,9470.24,jul,2015
VARRICAO MECANIZADA,5.2,jul,2015
ALIM VENCIDOS,0.0,ago,2015
ANIMAIS,6.44,ago,2015
DIVERSOS,27968.13,ago,2015
DIVERSOS-EMAE,,ago,2015
DOMICILIAR,304826.1,ago,2015
ENTULHO APREENDIDO,0.0,ago,2015
ENTULHO MANUAL,4231.96,ago,2015
ENTULHO MECANIZADO,55845.66,ago,2015
ESGOTO,14380.06,ago,2015
FEIRA LIVRE,7817.13,ago,2015
GG SAUDE,2841.68,ago,2015
PG SAUDE,607.81,ago,2015
PODA,3090.86,ago,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1038.67,ago,2015
RESIDUOS DE BOCA DE LOBO,936.82,ago,2015
RESIDUOS DE CORREGOS,11565.1,ago,2015
RESIDUOS DE PISCINAO,15463.03,ago,2015
SELETIVA,7074.65,ago,2015
VARRICAO,9788.38,ago,2015
VARRICAO MECANIZADA,0.0,ago,2015
ALIM VENCIDOS,0.0,set,2015
ANIMAIS,10.68,set,2015
DIVERSOS,27313.92,set,2015
DIVERSOS-EMAE,,set,2015
DOMICILIAR,310902.76,set,2015
ENTULHO APREENDIDO,0.0,set,2015
ENTULHO MANUAL,4434.21,set,2015
ENTULHO MECANIZADO,52206.06,set,2015
ESGOTO,14078.23,set,2015
FEIRA LIVRE,7586.82,set,2015
GG SAUDE,2782.2,set,2015
PG SAUDE,605.45,set,2015
PODA,3653.08,set,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1095.51,set,2015
RESIDUOS DE BOCA DE LOBO,1222.93,set,2015
RESIDUOS DE CORREGOS,10493.9,set,2015
RESIDUOS DE PISCINAO,15208.37,set,2015
SELETIVA,7108.21,set,2015
VARRICAO,8871.9,set,2015
VARRICAO MECANIZADA,6.45,set,2015
ALIM VENCIDOS,0.0,out,2015
ANIMAIS,11.52,out,2015
DIVERSOS,33205.37,out,2015
DIVERSOS-EMAE,,out,2015
DOMICILIAR,319053.78,out,2015
ENTULHO APREENDIDO,0.0,out,2015
ENTULHO MANUAL,4628.38,out,2015
ENTULHO MECANIZADO,57109.15,out,2015
ESGOTO,14800.15,out,2015
FEIRA LIVRE,8266.61,out,2015
GG SAUDE,2819.37,out,2015
PG SAUDE,615.73,out,2015
PODA,4150.66,out,2015
REJEITO-CMT CAROLINA MARIA DE JESUS,1077.46,out,2015
RESIDUOS DE BOCA DE LOBO,988.64,out,2015
RESIDUOS DE CORREGOS,9485.02,out,2015
RESIDUOS DE PISCINAO,15326.37,out,2015
