TIPO DE RESIDUO,TONELADAS,MES,ANO
FEIRA LIVRE,8503.86,nov,2014
GG SAUDE,2663.37,nov,2014
PG SAUDE,541.01,nov,2014
PODA,2526.53,nov,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,240.52,nov,2014
RESIDUOS DE BOCA DE LOBO,632.19,nov,2014
RESIDUOS DE CORREGOS,11672.55,nov,2014
RESIDUOS DE PISCINAO,13008.97,nov,2014
SELETIVA,5715.93,nov,2014
VARRICAO,8549.34,nov,2014
ALIM VENCIDOS,1.38,dez,2014
ANIMAIS,7.91,dez,2014
DIVERSOS,26825.66,dez,2014
DOMICILIAR,363317.13,dez,2014
ENTULHO APREENDIDO,,dez,2014
ENTULHO MANUAL,4058.32,dez,2014
ENTULHO MECANIZADO,54944.35,dez,2014
ESGOTO,14456.09,dez,2014
FEIRA LIVRE,8544.97,dez,2014
GG SAUDE,2761.14,dez,2014
PG SAUDE,548.77,dez,2014
PODA,2978.23,dez,2014
REJEITO-CMT CAROLINA MARIA DE JESUS,453.27,dez,2014
RESIDUOS DE BOCA DE LOBO,735.11,dez,2014
RESIDUOS DE CORREGOS,15174.04,dez,2014
RESIDUOS DE PISCINAO,10206.53,dez,2014
SELETIVA,6985.86,dez,2014
VARRICAO,9834.15,dez,2014
